,Sentences,Negativity
2369,i know it will later make me feel physically and mentally bad,1
2370,i feel like im losing my mind or maybe im overwhelmed i dont know,0
2371,i do recall feeling beaten,1
2372,i feel so useless in that way,1
2373,i dont have the pressure of needing to finish a quilt quickly ive decided that next time i wont let myself feel rushed by those early finishers but will try to take the time i need to make sure im being more accurate and really having fun with it,1
2374,i often feel burdened with the responsiblity to make others happy or at least do my best to try,1
2375,ive certainly been feeling festive this week which ill admit is unusual for me so early on,0
2376,i remember feeling overwhelmed and inadequate kind of like getting a job that you were not qualified for,1
2377,i have to write the most tedious to do lists you ve ever seen just so i can cross things off and feel productive tricking myself into thinking of this as my job,0
2378,i feel that someone would be offended by my calling them gay is offensive,1
2379,i could feel the muscles in my feet and legs working but rather than a frantic set of spasms to correct imbalances it was a gentle series of contractions helping to keep me stable,1
2380,i feel agitated with babies being pushed around constantly in car seat stroller combinations vs,1
2381,i spent months years to feel inadequate in front,1
2382,i feel completely helpless and shitty,1
2383,i was already feeling irritable due to my lack of sleep i treated myself to a trip to starbucks,1
2384,i feel there are many year people who are very intelligent responsible considerate and all around great people,0
2385,i didnt feel that paragraphs devoted to such things as what cd cedric happened to be holding were relevant and was generally irritated by their inclusion,0
2386,i have loved working with the images that debbie has created and thank her for inviting me onto a great dt and to work with some very talented crafters i feel very honoured,0
2387,i love manicure monday its not perfect and sometimes leaves me feeling annoyed or frustrated,1
2388,i begin to feel suspicious,1
2389,i feel like we are just too stubborn to apologize to each other because we have too much goddamn pride,1
2390,i no longer feel angry in the name of opposite to emotion mama,1
2391,i feel like theres also a resurgence in recognizing just how cool luke skywalker is,0
2392,i feel less convinced than ever before that love conquers all,0
2393,i weighed myself this morning i was up pound from right after the cleanse which i feel is entirely acceptable after drinking wine last night,0
2394,i on her dexter role as hannah mckay i feel very lucky,0
2395,i think people need to have the feeling that theyre successful by how they look in the sense of how many electronic devices they have in front of them becuase yes i get that hes a business person but really,0
2396,i will update more about my trip and all the dramatic occurrences and all the strange things that befell me when im feeling less complacent but suffice it to say i made it back to my messy apartment in oklahoma city,0
2397,i did not feel bothered at all beyond a faint relief that we don t practice that a href http www,1
2398,i hear the name i feel loved,0
2399,i feel like i should be the one supporting others,0
2400,i feel passionate with,0
2401,i just wanted to tell you how i feel my relationship is bitter sweet and i cant imagine what my married life would be,1
2402,i still felt that loopy feeling and very irritable,1
2403,i remember sitting in uncle alfie s car and pushing buttons and turning the steering wheel and feeling rich to be in a car,0
2404,ive got it all worked out in my head and theres nothing more thats productive for me to do with it right now and emotionally i feel pleasant and friendly and so much so that i feel instantly apologetic for expressing more negative things,0
2405,i feel stupid and weak,1
2406,ive been distracted by buying a new piano and taking up dancing lessons ballroom and latin dance in case any of you all wondered is the most amazing thing in the world as a person who runs into walls and open yes i said open doors its an incredible thing to feel graceful and feather light,0
2407,i am back in the groove and feeling amazing,0
2408,i feel joy when i look at these not just a triumphant sense of ownership like i want to jump into all them at once simultaneously,0
2409,i am in recovery feeling less groggy and ready for my beverage and snack a href http,1
2410,i feel so incredibly lucky to be a writer,0
2411,i don t feel like i ve been as grouchy,1
2412,i cannot help but feel selfish for this knowing we should just be grateful to have mac with us at all,1
2413,i was raised in a loving home i still managed to grow up feeling insecure about who i was,1
2414,i feel kind of restless if i m not working or working on something,1
2415,i was feeling lonely anxious and confused,1
2416,i woke up feeling splendid and even went outside and everything,0
2417,i feel pressure to be actively teaching each precious moment of the day i realize that it is so much fun and so rewarding just to watch and listen to the kids as they work and interact with each other,0
2418,im feeling sad about it again,1
2419,i feel apprehensive and nervous and vulnerable and im wondering what people are going to say,1
2420,i feel im almost too intelligent,0
2421,i have a distrust for drs now no offense to any drs who might read this but its my blog so pretty much i can say what i want i just feel like i have had two unsuccessful surgeries,1
2422,i have an eating disorder or i feel worthless or whatever,1
2423,i feel really inspired to plant trees,0
2424,i didnt get the girls home and in bed until about okay it was more like but i feel like a bad parent saying that,1
2425,i stand here i feel empty,1
2426,im feeling kinda mellow now ever since i was listening to sacral nirvana by oliver shanti a few hours ago,0
2427,i didnt feel thrilled with everything that much to take a bunch of photos especially because there is a zillion photos of manhattan so it was just boring for me to make an effort that day,0
2428,i do hope that at least one person contemplating suicide will read this book and feel slightly more hopeful about the future than leonard did and ultimately be moved not to go forward with such a permanent solution to a temporary problem,0
2429,i feel glamorous and sexy,0
2430,i feel frightened stiff and rude a towering failure of grace,1
2431,i was feeling thrilled that efa had enjoyed berets and bras another review came in,0
2432,i like the safe feeling the benign moments knowing i am tethered and secure in my own place,0
2433,i feel absolutely terrified humiliated for tomorrow,1
2434,i feel the bed supporting me,0
2435,i feel like without all of the talented people i have worked with i could not have been as successful as i am today,0
2436,i am feeling restless or agitated or frustrated or stuck i end up having dreams that wake me up at am compelled to spend an hour writing,1
2437,i will not reduce myself to stupidity because i had a momentary moment of feeling threatened,1
2438,i think this is the first weekend ive had in a long time where i didnt wake up monday morning feeling sleep deprived,1
2439,i feel like i have to leave so much of my life out when i talk with my mother because i know she has hated so many people in my life,1
2440,i feel so stubborn so stupid and everything that could just describe me right now,1
2441,i feel will become as widely popular as these pens so i dont say the following statement lightly the pilot metropolitan is a pen that has the potential to be as popular as the preppy and safari,0
2442,i have things going for me but at the same time i feel so lost i dont even know where to start,1
2443,i am feeling remarkably ok this morning,0
2444,i feel like going violent on everything right now rip apart the room to see how people will react,1
2445,i feel so lonely even though people are around me swallowed up by a system that creates fear and anxiety,1
2446,i feel surprised how much i do not miss,0
2447,i was already beginning to feel that i had something to be ashamed of,1
2448,im feeling a little apprehensive as we come near the time we go back to mayo clinic,1
2449,i got up a little later than i wanted i kept rolling over and going back to sleep and got up feeling unexplainedly abused,1
2450,i think is kind of a drag this feels like an absolutely flawless album,0
2451,i feel like i could spend all day every day cleaning my house and it would still look messy,1
2452,i am not trying to be rude but i feel that there are many women who need to be shaken out of the idea that just because their guy is dashing says all the right things makes their heart beat a bit faster and seems to have everything together doesn t mean he s not a player,1
2453,i feel the language of love must not startle you as strange or unfamiliar,0
2454,i go to sleep he snuggles up next to me and i don t kick him out or feel strange about it anymore,1
2455,im feeling uncertain about my results,1
2456,i feel very strongly about is that every child needs free and independent access to an advocate that is strong enough to speak for him her if the need is there,0
2457,ive come to feel that working enough to enjoy my free time and having money available in my bank account without constant spreadsheet and tax analysis by me would be different sort of freedom and one that id like to pursue again,0
2458,i feel much more free without it,0
2459,i feel a sad twinge in my heart because i know its not going to happen and i really want to hold onto the memories of those people forever,1
2460,i feel like this will be a useful skill to be able to negotiate things like this so that we both win,0
2461,i would not feel this aching pain,1
2462,i feel gourmet yet virtuous at the same time,0
2463,i woke up this morning feeling somewhat calmer and resigned to my fate,1
2464,i feel the need to focus on one of the more popular characters first,0
2465,i am i felt the blood rushing and now im feeling angry and really annoyed and all the emotions mixed and went mumbo jumbo like a roller coaster ride,1
2466,im so excited and starting to feel a little bit nervous,1
2467,i write these words i feel more intellectually supportive of the inclusion of these poems,0
2468,i feel devastated when i hear this,1
2469,i dont want to put that pressure upon the minor because i feel like it would be more useful without it,0
2470,i can still feel that cool breeze against my face every emotion that i felt and every breath i took,0
2471,i dont know i feel grouchy and anything thats not done the way i usually do it makes me snap and practically kill anyone around me,1
2472,i imagine and feel love for each thing in my day going well before i do it,0
2473,i feel fearful that i will never find true love,1
2474,i not feel hot,0
2475,i feel it savage skulls remix,1
2476,i feel myself getting homesick for my former life the life where no one depended on me and i had complete jurisdiction over my time and space i focus on the immense gratitude that i feel for having had the privilege of giving birth to two healthy boys,1
2477,i can do to prepare her for the kinds of upcoming moments that leave introverts feeling uncertain,1
2478,i feel so contented and happy,0
2479,im feeling so thrilled now with all these new empty spaces ive got,0
2480,i can feel his warmth and gentle spirit merge into my being,0
2481,i just feel so reluctant to do anything here and i know that sticking it out and working like a trojan shows strength of character but blah its getting me down again,1
2482,i had a feeling he would be about as thrilled with it as last years fall find for the dining room,0
2483,i personally taught him the chidori a technique he believed would help sasuke feel more reassured of his own power,0
2484,i want to sleep well and feel energetic,0
2485,i feel like im in for it now and how this kiss will be wonderfully vain i swear ill melt if you touch me at all but then ill ask you to do it again and again saturdays saturdays saturdays tuition and studying i guess life s like that,1
2486,i could feel my damaged knee aching protesting but i ignored it,1
2487,i just do not feel like being joyful in my circumstances or thankful for them,0
2488,im still feeling shaky i realized that i felt intolerably hot all the time which i may mention is the polar opposite of what i normally feel like,1
2489,i feel less frightened about it,1
2490,i feel a little lethargic recount it here a href http en,1
2491,i feel very proud having achieved a first degree at the end,0
2492,i find myself feeling annoyed,1
2493,i hope you feel energized and rejuvenated gazing upon this peaceful oasis,0
2494,im feeling really successful,0
2495,i am feeling pretty festive and delighted that for once no big drives anywhere,0
2496,i feel that this helps viewers sympathize for determined women such as herself,0
2497,i feel again the blues of longing ever longing to be confused,0
2498,i feel like a graceful swan,0
2499,im feeling fucked and emotional,1
2500,i begin to feel the emotions of anger envy sorrow regret greed or any of those unpleasant emotions i know i need to fight those feelings to get the better side of me,1
2501,i feel like we are in a hostile environment dunlop said sitting in her living room,1
2502,i want you to look and feel gorgeous or handsome sorry guys,0
2503,i write on this blog because i feel like i can be more sincere here,0
2504,im feeling strong enough now to tackle having a bit of a life spring clean,0
2505,im fairly certain that part of the reason i always choose awful frames is because i feel so rushed,1
2506,i havnt got too many videos on my channel but i want to get there soon making some when i have free time and am feeling inspired to show myself off p iframe width height src http www,0
2507,i feel a bit like a naughty child because i wasn t sure i d do a post today,0
2508,i do feel really bad for neglecting it for so long but i have been feeling ill for about the past two and a half weeks and have had absolutely no energy the only thing ive wanted to do when i get home from work is go to bed,1
2509,i mean when i first saw it up on the screen anyone else feel fearful about pressing that log in button,1
2510,i feel abused by my friends who meant no harm,1
2511,i feel the market will be backing ap more than the horse if the market takes into consideration the class of opposition that my selection has beaten then he should drift out to around,1
2512,im feeling pretty strong and mostly energetic thanks to regular exercise and loads of sleep,0
2513,i feel aline and scared and confused,1
2514,i just feel that i should be more outgoing meeting people in my classes,0
2515,i would probabiy be in my pyjamas in bed feeling sorry for myself,1
2516,im not yours anymore i still do have the feeling of loving you,0
2517,i bought the other day still sexy i like to wear sexy knicks they make me feel fab,0
2518,i woke up and felt sad all over again but that was quickly replaced with a feeling that reassured me things will work themselves out on their own time,0
2519,i like it but at the same time i feel strange a little bit,1
2520,i feel like i want to hug as many trees as i can i feel like they appreciate me for loving them so much perhaps because my life was once saved by a hibiscus plant,0
2521,im feeling rather productive so i will be posting two posts the first one of which is actually the july favourites,0
2522,i am feeling fed up and irritated and i am taking it out on my partner which i hardly ever do img src http otuman,1
2523,i feel a bit uncomfortable sharing about our needs but i am humbled by peoples responses to want to help even when we were focused so much on our children that we didnt even think about the future,1
2524,i think it s hard for woman to look at themselves and feel gorgeous but when i was looking at these pictures it was easy i truly felt beautiful,0
2525,i am now accustomed to the feel of the garment which was actually pleasant as it reminded my body of proper posture and gave my chest a lift,0
2526,i feel a bit insulted,1
2527,i don t really feel like getting all into it since we re about to cuddle up and go to sleep but i will say that i continue to be amazed on a daily basis by all the ways we ve been blessed lately,0
2528,i posted my piece on feeling curiously un thrilled about bin ladens death the following quote came across my twitter feed,0
2529,i am feeling thankful for so many things,0
2530,i woke up feeling rather dazed,0
2531,i feel lethargic n i feel low n n energy n th t usually goes hand n hand w th a layer,1
2532,i get sometimes a feeling sometimes and i get frightened just like you i get frightened too but its,1
2533,i feel so devastated immediately my passport and other belongings are been retained along the roadhouse management pending the phase i disburse my inn bills,1
2534,i want to feel peaceful about my money and get on with the rest of my life,0
2535,ill be the first to admit that when were out thrifting at our favorite goodwill stores or just donating items it feels good to know that while were finding cute clothes or getting rid of unwanted stuff were actually helping people in need,0
2536,i am telling myself positive stories that make me feel happy energized and powerful to do good in the universe,0
2537,i have looked for a local church that feels comfortable to me,0
2538,i still leave red faced exhausted sweating feeling amazing but its an emotional experience too with yoga,0
2539,i feel like i am a horrible mother,1
2540,i feel like such a dork doing this stuff especially because i can tell the munch thinks most of it is pretty lame herself,1
2541,i feel guilty because i don t feel guilty about going to work,1
2542,i feel rather guilty that i have been neglecting this blog as of late,1
2543,i can describe the antsy feeling too is restless leg syndrome which makes falling asleep almost impossible,1
2544,im feeling happy with my progress because i did min of work lol,0
2545,i am a feeling a little neurotic anxious edgy overwhelmed and on the verge of a major panic attack,1
2546,im feeling just a bit smug over not sending my compostables to the landfill,0
2547,i feel like his grandma and maybe m amp p too thought it was a cute idea since the doll is adopted too,0
2548,im feeling brave i may tackle some on my own now,0
2549,i am feeling so utterly vile i have decided to out myself just so that i can reasonably explain it when i either pass out or puke on random strangers,1
2550,i feel like america is reluctant to learn from others and make things better,1
2551,i literally cannot express the joy i feel when i pull them out of the oven and smell that sweet apple and sugar smell,0
2552,i am a sagittarius which means im often tactless blunt and require a feeling of freedom in relationships be they romantic or otherwise,0
2553,i am taking control of feeling morose and teary eyed,1
2554,im feeling slightly overwhelmed at the moment trying to piece everything together,1
2555,i feel like being rebellious against her and want to do things that i was told not to do,1
2556,i look around and just feel completely isolated from the people there,1
2557,ive noticed lately that men feel the hurt too,1
2558,i will be using this on myself for a day treat as its intended but i think just one application if you were to do it in a group would still feel lovely especially when you live in the grimy city like i do,0
2559,i feel scared and i feel daunted and i feel unsure in the face of all that i dream of accomplishing but i also feel for the first time in a long time a strength that comes from way down deep inside of me,1
2560,i feeling dangerous at wimbledon height src http www,1
2561,i feel that it is rather foolish to be afraid to invest in them especially when they can be bought at attractive valuations,1
2562,i liked the laid back feel of it all and my campus is sooo gorgeous its all trees and gravel and benches ill try and take some sneaky pics of it and post them up,0
2563,i feel they are unfortunate to hug inzamam,1
2564,im feeling spiteful heres the twilight breaking dawn trailer that has a href http www,1
2565,i feel really lame about this but i have no photos of the assembly that came to wish me well,1
2566,i cook when i m feeling energetic lazy hungry or late,0
2567,i probably shouldnt be writing like this in a journal meant for college i think it maybe a bit personal what im saying or diary like but it is quite relevant since i feel no motivation to draw whenever i try my mind becomes blank and find myself drawing the same crap over and over again,1
2568,i felt that it progressed very naturally without feeling boring or trite,1
2569,i have no eye make up on im feeling annoyed and trying to get back to basics,1
2570,i am feeling loved up i listen to it as well,0
2571,i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby,1
2572,i may not feel compassionate,0
2573,i feel privledged to know him and im shocked to have actually had sex with him,0
2574,i feel awful because i see her eating in mr,1
2575,i don t feel compassionate to certain people,0
2576,im driving for is what everyone feels impressed with,0
2577,i really dont think this course is that great but i know going somewhere else i will probably still just end up going through the motions of feeling ultimately dissatisfied and unproductive and disconnected from others,1
2578,i feel very proud and i ve achieved something that s worth pausing to appreciate,0
2579,i feel victimized by the chevron ad i amp m being trained by the ad to stop visiting your site,1
2580,i am feeling a bit irritated by all the little things though,1
2581,im feeling generally mellow earth shattering that it is,0
2582,i don t know if i can handle another night of feeling about as popular as a hair in a sandwich,0
2583,i feel kinda unwelcome in ny,1
2584,i am feeling kind of crappy today,1
2585,i dont know why i just feel really violent,1
2586,i was feeling really disappointed in myself and decided to leave the study,1
2587,i read about a politician who wants to wield ultimate control over something that affects them in no way whatsoever such as straight congressmen decrying gay marriage or male congressmen threatening to gut services that provide necessary help to women i feel violent,1
2588,i want people to know that despite that i do sometimes feel discouraged and even frustrated my overall feeling is that now that i am collared and owned as a slave im finally achieving some genuine joy in my life,1
2589,i feel like there where some missed opportunities when it came to depicting brainiacs ship,1
2590,i have a feeling that he can be faithful,0
2591,i feel so vulnerable so defenceless so helpless,1
2592,id rather just not feel bad,1
2593,i feel so blessed to have a hus,0
2594,i feel like i ve lost my ability to speak i feel as frozen as the ice around me,1
2595,ive mentioned already is a poignant term for someone who spent much of her life feeling useless,1
2596,i get this wierd feeling when i am going to sleep funny photo width height i get this wierd feeling when i am going to sleep funny photo,0
2597,im still feeling a little tender with really hot or really cold foods,0
2598,i want to know what youre feeling every second of every day and im terrified that what youre feeling will burn me,1
2599,i love how it feels that i am before a blank canvas and i can make it look however we want to,1
2600,i dont think i like him anyore but i want to like him because i feel that its neccesary that i should be loyal to him that i owe it to him to continue showing him how much he meant to me and still does,0
2601,im really feeling so numb sore,1
2602,i was taking everything out on andy because he was the only one who knew how i was feeling and i hated him knowing the truth,1
2603,i know the steps i know the resources but i feel just as stressed as all the first year atc teachers i plan for,1
2604,i love the lemon crusted flavor and when i m feeling a bit naughty i get the pan seared lime chili tilapia,0
2605,i cannot tell them that i feel afraid and unsafe which i think are reasonable ways to feel right now,1
2606,i hate not feeling sad about this but i know the idea of high school being officially over will hit me on graduation day,1
2607,i feel that my lines arent as lively as they could be,0
2608,ive been with my husband for almost eight years now and it still feels like we never have a dull moment,1
2609,i have never yet heard of a white person feeling insulted by being called white,1
2610,i was just feeling irritated,1
2611,i feel helpless and scared and trapped,1
2612,i always feel sort of insecure and ashamed when my body and there is a sort of piles of like it is right now,1
2613,i am getting tired feeling jaded,1
2614,i pass that on to my students i feel assured of one thing,0
2615,i feel that he s mad at me and wants to put the problems in our family on me,1
2616,i am feeling a little more paranoid about everything that can go wrong with my computer,1
2617,ive been watching so many people in my life feel so unhappy about themselves,1
2618,i didnt feel that either candidate was really worthwhile of the presidency but wanted to exercise my freedom of choice,0
2619,i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,1
2620,i am excited just to feel out of touch pissed off or misunderstood,1
2621,i feel that i am not accepted by my peers,0
2622,i feel like that mouse who after a few drinks got brave and said now wheres that darn cat everyones talking about,0
2623,i just dont get it the sex has almost came to a rolling hault and he is very distant and everything to hem is now more important to hem than me i tell hem how i feel and he never is considerate of my fellings,0
2624,i feel like hes mad at me and that he doesnt want to bother because its a trouble some,1
2625,i started to feel a little strange,0
2626,i feel kind of weird maybe just a bit of homesickness and the silence,0
2627,i am sure it wont be the first time i will feel this as a parent but i am shocked that i feel guilty before they even have come,0
2628,i got there early enough to set up a transition area warm up and not feel rushed,1
2629,im tired of feeling so jealous,1
2630,i always feel that accessories are the most important part of an outfit as they really pull it together so ive tried to choose jewellery which adds a little bit of sparkle to the outfits without being too in your face,0
2631,i have hopes that coming back here trying to flesh out what im feeling doing outside of my dangerous lonely little brain cave will help me find what im looking for,1
2632,i do not feel delicious,0
2633,i cant quite say that i love running like i love swimming but i do feel quite virtuous after i run and i love that feeling,0
2634,im feeling and if ive liked being pregnant,0
2635,i got everything squared away and was feeling fairly productive already,0
2636,im tempted to take control and start feeling fearful,1
2637,i admit to comparing and having heart palpitations when i assessed her math s standard at being lower than average and feeling smug when she began reading year old books at,0
2638,i feel like such a liar when i talk to him my friend and boost him up on how they are such a cute couple when i know that she still likes this other guy,0
2639,ive tried to make this small room as homely as i can filled with things to make me smile for when im feeling homesick,1
2640,i didnt fully understand is that when a person chooses to harden her heart against all the painful stuff in life she doesnt feel or enjoy the joyful happy times either,0
2641,i am sure at times she probably feels defeated but every day she comes back with strength and love for the children,1
2642,i i feel very joyful,0
2643,i am thankful for being here at this very moment and feeling the cold air in the morning on my cheeks and the sun on my back in the afternoon to curl up at night on our dear comfy bed under our down warm and snugly sweet moments happy thanksgiving,1
2644,i feel stupid already,1
2645,im looking good and feeling good other than this crappy cold im dealing with,0
2646,i want to learn the game well enough to play without feeling intimidated,1
2647,i wasn t over the moon with that performance four weeks ago i am feeling far more confident with my fitness and level of preparadness heading into the event next week in tempe,0
2648,i feel disappointed at the fact that you never say words i long to hear,1
2649,i dont know why i feel so weird about this,0
2650,ive kind of had a love hate relationship with felting because i tend to be a perfectionist and feel that if i am going to spend time on something i want my end product to be worthwhile,0
2651,i tell you exactly what is wrong with me when i am upset i tell you exactly what i like what i dont like what i feel what i want why i am pissed why i am crying and if i am not sure why i am acting crazy and illogical and crying i then admit its because of hormones,1
2652,i feel so devastated obviously but well life goes on right,1
2653,i am feeling burdened or stressed or tired i repeat the words in my mind come unto me all ye that labor and are heavy laden and i will give you rest,1
2654,i just feel so vulnerable to it yet so excited to be in this situation,1
2655,i should have aborted my child i say you will never know what true love is you will never know the joy i feel you will never hold this sweet little girl in your arms and know what true unconditonal love is and i feel sorry for you,0
2656,i feel horrible just by talking about it,1
2657,i feel pretty jaded and like ive seen and heard it all,1
2658,i feel hesitant to buy another belly dancing dvd workout,1
2659,i feel uncomfortable with the thought that christ might here be employing the methodology of the beast in order to bring about his kingdom come,1
2660,ill even come out of it as one of those people who can have a small piece of dark chocolate here and there and feel completely satisfied when its gone,0
2661,i feel but night time is something utterly charming for me,0
2662,i feel so lucky to think this way,0
2663,i hate her father i hate this situation and im generally feeling angsty and weepy and unhappy,1
2664,i think and it feels a little weird,0
2665,im right its part of my function to be so if only to irritate you lt you know i dont think i mind them to much knows hes asking for it but feels a bit playful smirks not taking the bait indeed you do know how to twist my circuits,0
2666,im not an artist by any means but i like how i feel when im doing some of this creative multimedia stuff,0
2667,when my father did not get back from chipata on time,1
2668,im feeling angry betrayed jealous flattered or excited then im going to say it,1
2669,i love my wife and often that involves feelings however when she is not meeting my expectations or quite frankly when she makes me mad i know that i can still love her in my actions beginning with complete forgiveness,1
2670,im not really feeling bitchy i just thought that that picture was incredibly bizzare and i wanted everyone else to see it too,1
2671,i feel honoured to rub literary shoulders with these folks,0
2672,i mean how do you feel don t give me all this stuff about the organization and how happy you are,0
2673,i don t feel funny i don t feel like i m relate able for others and i don t feel like i have anything worthwhile to contribute,0
2674,i feel weird having just the of us,0
2675,i have no idea how anyone could watch this and not feel a bit like he she is being tortured as well,1
2676,i came away feeling violent,1
2677,i go to a restraunt with my mom i always feel like appologizing to the servers for how obnoxious she is,1
2678,i have a feeling he ll be around to gaze upon his beloved mountains for a good few years yet,0
2679,i just logged m in two days while feeling utterly fantastic,0
2680,i can feel sorrowful joyful hurt any range of things,1
2681,i get after home is another load of rubbish for me to carry on somehow i feel so uptight uneasy upset and exhausted,1
2682,i feel like he is a manipulator and soon people who watch a newscaster like him will understand that he is just for the rich people well he has to understand there s not only rich people living in america,0
2683,i was bent over barefoot in the damp dirt feeling stork like and content,0
2684,id rather not have any hope at all than feel so indecisive,1
2685,i could follow every twitch of thought and swell of feeling quiver through his tortured expression,1
2686,i did not become angry nor did i feel humiliated a common shame based reaction of mine,1
2687,i suffered my stroke at it had been a very trying quantity of my life that forced me to be feel too fearful and sad,1
2688,i feel dangerous for the children who did not undergo a dinosaur and or alligator section of their past yrs and when you keep in mind that alligators and crocodiles if fact be told are in reality dinosaurs there may simply be a little of overlap there,1
2689,i feel relieved that she s not my editor she laughs even more sweetly and loudly than before a laugh so full of energy that it lights up the room,0
2690,i get the feeling tifani s prodding me from the spirit world to show folks there are alternatives to dangerous medications,1
2691,i replied i feel like im on drugs so quite pleasant thank you,0
2692,i want to feel ehol the popular podcast feeling the feelings i want to feel ehol archives a href http thepopularpodcast,0
2693,i get a bad feeling in my gut but i am very jaded in life so my bs bells might be over reacting a little,1
2694,i feel reluctant to post any response on facebook or in this blog,1
2695,i get a little tired of remaking certain things but this is one i feel thrilled to continue making,0
2696,i always find myself crawling back into my shell when i feel unprotected,1
2697,i feel it is very rude to sleep when i am teaching,1
2698,ive been feeling complacent,0
2699,i feel its my duty to help the needy,1
2700,i no longer feel frightened and timid,1
2701,i have no problem telling anyone else that i don t want to be there forever but i m feeling a little shy perhaps intimidated to be honest with my boss,1
2702,i am feeling agitated to leave the cocoon,1
2703,ive never experienced the feeling of being bothered but i did think id never finish bliss writing to find your true self only because i knew in advance so much of what i wanted to say that i wasnt learning new stuff,1
2704,when i had a serious argument with a dear person,1
2705,i think we both realize this feeling wont ever leave us me alone,1
2706,i feel i can serve my beloved country best in this way,0
2707,i feel a little shaky but in a good way,1
2708,i start to feel frantic where are the candles the matches the one flashlight thats actually ashers bug light no fans in the house move beds outside boys in the bath dont touch the candles goodbye meat in the fridge,1
2709,i have the gifs burned onto the back of my mind and im sitting in the study by myself near the window and feeling scared,1
2710,i feel very very special,0
2711,i have a feeling we will have a lot more precious moments in the future,0
2712,i feel so foolish because im the girl thats hanging on and i feel like im forcing him into an end he doesnt want,1
2713,ill feel incredibly virtuous just by going for a walk either later on tonight or tomorrow my pyjama bottoms are comfortable,0
2714,i on my own feeling so disgusted at same sex marriage,1
2715,i came from work feeling agitated because i am going back home,1
2716,i always feel that this makes it worthwhile,0
2717,im feeling kind of scared cuz im falling in love with you but you dont care cuz you dont know how i feel i dont want to give my heart to someone new someone please stop me,1
2718,im feeling gloomy and down,1
2719,i give my money to someone claiming he will make me a fortune and he absconds with the money or invests it poorly or not at all a la bernie madoff i may feel like i am a completely innocent victim and may feel that i deserve recompense but the markets are unforgiving and that money is gone,0
2720,i have discovered makes me feel terrific and also has helped me lean out,0
2721,i prefer just feeling the romantic tension between the two and this dilemma did not really add anything to the story for me,0
2722,i feel pretty useless sometimes,1
2723,im fascinated and appalled that people feel so threatened by my existence as a gay married sexually active bisexual that they try to pass laws to erase my gay married existence and when that fails simply say that my marriage a href http familyscholars,1
2724,i feel so damn romantic in that thing i have to watch it,0
2725,i must inform that he is kind of a player so please don t feel offended,1
2726,i feel your tongue lapping up the sweet nectar already spilling out of me,0
2727,i tell them that i do my best to verbally and visually prompt them so they should never feel like i am going to leave them alone to figure it all out,1
2728,i feel wayyy more relaxed and have taken on kind of the gettin shit done attitude,0
2729,i feel that way about all of them if the before pictures were just as glamorous as the after reveals were,0
2730,i feel this strange sense of importance of life and the world when i stare at the stars all night,0
2731,i feel resentful and it makes me imagine how our life was meant to be,1
2732,i care about you a lot but for some reason that was never apparent to me and now that it s been said i feel totally inhibited i can t say anything to them now for fear that they ll stop caring about me if i say something wrong,1
2733,i feel stressed all the time but i think when competent people get bored they get stressed but for no reason,1
2734,i came away feeling very optimistic about my treatment with stumblers img src http www,0
2735,i could feel all of them supporting me as if i was lying in the light of their existence,0
2736,i have started to do or more sessions a day over a day week which is great financially but i often feel beaten up mentally and physically at the end of the day,1
2737,i feel i should return to the start of the weekend so my loyal readers can get a feeling for things up to this point,0
2738,i crochet everyday at least to hours a day and it feels soooooo good,0
2739,i shut the door but i didn t feel triumphant,0
2740,i told the ladies assembled in beverly s living room that even though i was feeling beaten down i was not letting the devil win,1
2741,i was in the royal albert hall at the prom i feel completely inadequate all the time,1
2742,i haven t heard before i love it when the music questions on something like university challenge involve having to spot something like that makes me feel so clever,0
2743,i do not feel impressed upon by this significant other even while acknowledging how anointed he is,0
2744,i hardly ever go either to the city or to visit my old friends leaving me feeling very isolated,1
2745,i think folks like freud and marx and nietzsche first raised what if weve just created god because we need to feel like everything is ok,0
2746,i feel vulnerable and alone,1
2747,i feel so carefree and chain free,0
2748,i want to understand another part of culture that im not exposed to but most of my experiences leave me feeling isolated because i cant relate to anyone,1
2749,i am still feeling a bit low but getting better each day,1
2750,i feel a little bit nervous,1
2751,i feel a bit insecure and our communication challenges leave me feeling distant so i crave more intimacy and security,1
2752,i disinterested but when i do read it i leave off feeling inadequate,1
2753,i am feeling like wimpy now ill gladly pay you tuesday for a hamburger today,1
2754,i feel a strange sense of legacy,1
2755,i post about myself and then regret it and feel stupid about it later,1
2756,i didnt really feel too disturbed,1
2757,i have a growing feeling that if i make lots of stuff which lasts too long then i am taking up valuable space in the world,0
2758,i can almost feel their emotions proud of their son but torn as to whether or not they should support him or talk him out of it,0
2759,i feel troubled for leaving him but i feel comfortable with his dad and their family,1
2760,i feel is humiliated the chong annoy a doll to usei am nasty,1
2761,i feel its an amazing resource for families traveling to orlando,0
2762,i was feeling successful,0
2763,im feeling all whiney and lonely,1
2764,i can feel myself getting grouchy as a result,1
2765,i have no childcare and not much spare time especially at the moment and while i do feel curious as i mentioned i also feel intensely anxious about the whole thing,0
2766,i feel abused and over worked,1
2767,i feel the need to spend a ludicrous amount of money on buying a new computer,1
